id,Observation1,Observation2,Observation3,Observation4,Observation5,Observation6,Observation7,Observation8
Feature00602,172,131,203,175,538,622,871,908
Feature00603,9,9,8,15,28,33,58,49
Feature00604,6,8,12,7,54,61,99,78
Feature00605,665,574,427,461,1813,1833,1880,1718
Feature00606,509,432,594,627,1645,1615,2403,2520
Feature00607,1,1,1,7,2,2,44,15
Feature00608,965,821,1041,1072,2897,2765,4492,4527
Feature00609,150,119,273,325,490,464,1071,1001
Feature00610,463,382,428,454,1753,1678,2570,2486
Feature00611,20,10,19,12,26,54,48,82
Feature00612,567,531,477,455,2025,1889,2336,2174
Feature00613,1,1,0,1,3,4,3,6
Feature00614,45,48,40,54,109,119,152,153
Feature00615,234,151,151,166,856,793,1080,1169
Feature00616,289,225,272,234,1208,1269,1513,1675
Feature00617,101,82,66,61,403,322,310,359
Feature00618,324,251,126,136,1273,1191,883,1089
Feature00619,204,142,204,253,648,595,1163,1062
Feature00620,91,90,216,247,483,372,1234,1151
Feature00621,84,61,136,114,246,252,577,693
Feature00622,77,65,111,96,260,239,458,536
Feature00623,566,462,1648,2053,1634,1475,6706,6377
Feature00624,495,375,359,299,1814,1730,2035,2326
Feature00625,2,0,0,0,5,0,5,0
Feature00626,13,17,28,21,108,82,196,175
Feature00627,0,0,0,0,0,0,0,0
Feature00628,896,813,776,752,2271,2437,2992,2684
Feature00629,33,26,40,50,94,85,125,146
Feature00630,119,103,126,139,335,312,493,516
Feature00631,172,98,261,273,642,495,1226,1269
Feature00632,71,41,63,75,236,233,393,363
Feature00633,138,116,104,92,314,404,493,463
Feature00634,72,63,83,105,291,267,442,471
Feature00635,161,170,257,224,480,486,917,771
Feature00636,20,15,30,34,69,53,118,105
Feature00637,53,51,43,74,154,157,181,151
Feature00638,940,905,732,715,3404,3413,3720,3897
Feature00639,304,207,223,226,1063,1004,1219,1395
Feature00640,159,122,190,222,561,558,1618,2149
Feature00641,0,0,0,0,1,0,0,2
Feature00642,437,367,737,783,1374,1313,2976,2573
Feature00643,125,108,112,141,362,403,616,668
Feature00644,803,671,372,332,2569,2862,1878,2252
Feature00645,0,0,0,0,1,1,12,10
Feature00646,212,142,230,264,777,724,1174,1371
Feature00647,314,244,85,68,1108,1165,550,690
Feature00648,878,701,522,558,3130,3050,2603,2792
Feature00649,52,34,339,255,203,189,1064,1045
Feature00650,57,43,64,59,162,184,246,212
Feature00651,1393,1003,952,904,4426,4623,4687,5480
Feature00652,2056,1690,1388,1316,7612,7854,8957,9871
Feature00653,182,135,234,244,646,639,1150,1094
Feature00654,138,146,139,106,496,508,561,598
Feature00655,10,15,23,25,67,67,143,146
Feature00656,108,88,187,224,352,335,842,814
Feature00657,169,152,59,69,578,560,263,454
Feature00658,12,2,6,1,17,24,21,26
Feature00659,434,318,564,615,1778,1483,3953,3576
Feature00660,514,398,859,1021,1766,1553,4176,3485
Feature00661,0,0,0,0,0,0,0,0
Feature00662,17,20,18,10,75,69,77,70
Feature00663,2,1,0,0,9,3,2,4
Feature00664,3,2,2,1,9,10,8,11
Feature00665,22,29,25,21,93,94,101,117
Feature00666,0,0,0,0,0,0,0,0
Feature00667,935,809,472,455,3504,3344,2537,2592
Feature00668,0,0,0,0,0,0,1,0
Feature00669,200,187,209,260,707,617,937,918
Feature00670,260,251,239,269,872,933,1160,1152
Feature00671,0,0,0,0,0,0,0,0
Feature00672,75,79,168,150,332,284,1006,789
Feature00673,0,0,0,0,0,0,0,0
Feature00674,2,0,3,1,1,0,20,10
Feature00675,7,2,6,9,24,15,47,47
Feature00676,3,1,4,2,17,1,14,11
Feature00677,6,1,11,6,27,34,34,49
Feature00678,184,132,84,92,620,725,537,595
Feature00679,1613,1205,1131,1136,5781,6597,6782,7262
Feature00680,176,159,137,115,609,660,699,719
Feature00681,2240,1848,1989,2125,7488,7181,9566,10386
Feature00682,824,641,343,315,2663,3036,2564,2741
Feature00683,16,10,21,31,82,94,89,86
Feature00684,31,17,45,51,126,118,298,247
Feature00685,258,207,182,189,953,981,1126,1253
Feature00686,252,223,303,326,850,906,1211,1297
Feature00687,49,39,50,49,163,143,275,277
Feature00688,13,12,12,20,125,96,160,160
Feature00689,0,0,0,0,1,0,2,0
Feature00690,38,32,61,81,131,129,276,268
Feature00691,313,226,217,162,944,1084,1095,1113
Feature00692,44,35,17,19,117,149,107,112
Feature00693,75,62,101,105,239,181,492,425
Feature00694,182,132,234,269,615,601,1088,1086
Feature00695,73,35,73,62,262,249,331,358
Feature00696,440,390,1085,1169,2052,1589,5109,5164
Feature00697,1,1,0,7,9,6,18,21
Feature00698,41,51,77,74,161,169,351,312
Feature00699,7,9,12,9,35,25,133,61
Feature00700,17,6,13,7,42,32,58,58
Feature00701,17,26,42,37,106,84,179,215
Feature00702,45,43,39,55,177,168,290,279
Feature00703,347,285,321,326,1092,1325,1685,1712
Feature00704,335,265,310,292,1114,1313,1452,1659
Feature00705,179,183,378,390,711,655,1968,1864
Feature00706,2164,1726,1133,1047,6902,7216,5442,6272
Feature00707,149,108,163,179,518,431,801,783
Feature00708,1134,888,663,645,4164,4164,4035,4413
Feature00709,1,0,1,0,0,0,2,0
Feature00710,0,0,0,0,0,0,0,0
Feature00711,594,443,430,398,2608,2714,3039,3309
Feature00712,503,444,356,378,1995,1710,1869,2191
Feature00713,202,141,161,133,784,676,808,972
Feature00714,52,32,38,25,202,214,173,205
Feature00715,0,0,0,0,0,0,0,0
Feature00716,3,1,1,2,18,19,8,15
Feature00717,0,0,0,0,0,0,0,0
Feature00718,112,74,113,109,364,387,611,663
Feature00719,1133,952,1736,2028,4129,3543,7726,7586
Feature00720,33,33,154,212,160,79,1028,786
Feature00721,140,122,142,122,418,532,646,632
Feature00722,17,4,17,24,103,102,156,180
Feature00723,865,702,607,601,2785,3153,3658,3910
Feature00724,56,45,57,81,166,194,400,360
Feature00725,654,452,2152,2926,2563,1557,18778,14860
Feature00726,47,28,26,42,148,158,168,183
Feature00727,630,450,727,656,2362,2156,3701,4055
Feature00728,111,87,120,108,399,416,576,586
Feature00729,456,397,419,446,1750,1592,2235,2253
Feature00730,157,172,222,251,435,505,826,771
Feature00731,474,337,377,447,1619,1577,1871,2029
Feature00732,68,41,56,70,198,214,291,263
Feature00733,0,0,0,0,0,0,0,0
Feature00734,90,66,139,128,243,241,532,470
Feature00735,1707,1316,863,860,6047,6268,4813,5454
Feature00736,102,95,104,99,374,365,393,502
Feature00737,390,285,814,1123,1693,921,8055,5743
Feature00738,72,47,173,189,335,280,1066,1031
Feature00739,2,4,1,0,10,7,7,5
Feature00740,0,0,0,0,0,0,0,0
Feature00741,882,703,918,1004,3204,3067,4849,5064
Feature00742,563,368,1226,1552,2393,1401,10516,7181
Feature00743,98,75,61,65,258,252,282,324
Feature00744,541,459,455,497,1892,1825,2096,2124
Feature00745,126,94,196,176,474,463,804,836
Feature00746,63,56,22,39,201,234,215,194
Feature00747,11,9,21,27,74,82,136,152
Feature00748,1,1,0,2,5,2,3,2
Feature00749,8,5,0,2,38,33,23,25
Feature00750,233,150,157,147,879,929,805,975
Feature00751,867,681,685,761,3367,2932,3743,4212
Feature00752,514,545,607,629,1789,1852,2975,2628
Feature00753,42,41,90,117,149,117,402,366
Feature00754,80,70,115,150,297,250,602,516
Feature00755,647,520,513,567,2144,2181,2166,2491
Feature00756,199,146,126,98,612,720,666,717
Feature00757,369,390,326,367,1087,1241,1475,1445
Feature00758,0,0,1,0,1,2,3,1
Feature00759,257,217,261,294,954,937,1141,1132
Feature00760,189,170,320,303,727,725,1758,1649
Feature00761,149,118,112,109,395,409,424,531
Feature00762,235,199,209,245,928,916,1084,1074
Feature00763,0,0,0,0,0,0,0,0
Feature00764,2497,2051,1503,1775,8890,8631,9212,9493
Feature00765,2,4,2,3,31,17,17,17
Feature00766,160,113,134,156,501,443,525,496
Feature00767,10,7,6,8,39,31,49,48
Feature00768,139,111,125,129,472,461,698,788
Feature00769,584,414,287,266,1644,1954,1268,1672
Feature00770,241,172,239,232,943,963,1318,1440
Feature00771,118,104,126,151,253,309,469,433
Feature00772,12892,10814,10009,9367,41277,39606,48079,51380
Feature00773,257,177,838,1077,778,698,3526,3729
Feature00774,177,118,157,143,608,633,932,1090
Feature00775,0,0,0,0,0,0,0,0
Feature00776,244,167,324,312,686,607,1409,1383
Feature00777,162,140,259,329,639,602,1270,1328
Feature00778,61,73,41,63,247,269,376,311
Feature00779,745,572,652,651,2338,2329,2719,3074
Feature00780,854,681,510,549,3347,3322,3212,3114
Feature00781,58,50,41,44,238,250,256,243
Feature00782,67,57,40,23,198,236,140,149
Feature00783,199,169,302,289,811,747,1534,1481
Feature00784,396,340,256,225,1335,1491,1318,1520
Feature00785,587,478,605,734,2103,2045,3993,3841
Feature00786,1,0,0,2,10,10,8,11
Feature00787,1639,1371,1497,1517,5250,5349,6660,7254
Feature00788,415,385,367,367,918,1073,1340,1041
Feature00789,3,0,0,2,2,1,10,4
Feature00790,46,47,64,70,135,149,211,180
Feature00791,11,5,3,6,25,33,22,27
Feature00792,35,28,40,44,92,126,170,172
Feature00793,0,0,0,0,0,0,0,0
Feature00794,103,86,383,411,374,254,1311,1234
Feature00795,229,200,231,201,735,778,1030,1004
Feature00796,2,0,0,0,2,0,2,0
Feature00797,251,213,220,240,677,673,826,826
Feature00798,64,52,66,66,350,295,539,520
Feature00799,168,123,197,179,717,669,1119,965
Feature00800,1,0,44,42,30,16,324,395
Feature00801,217,168,174,160,757,824,844,1020
Feature00802,27,23,35,27,60,66,116,86
Feature00803,0,0,0,0,0,0,0,0
Feature00804,44,33,33,27,138,165,153,200
Feature00805,829,669,972,990,3529,3346,5029,4814
Feature00806,145,110,116,138,397,491,482,604
Feature00807,741,560,530,508,2487,2494,2883,3166
Feature00808,18,15,19,21,57,56,50,59
Feature00809,384,314,510,487,1548,1413,3330,3355
Feature00810,70,59,190,195,273,231,800,826
Feature00811,185,167,138,134,599,554,652,661
Feature00812,332,276,336,398,973,1110,1660,1859
Feature00813,257,179,116,125,855,730,549,593
Feature00814,64,55,71,75,190,191,292,328
Feature00815,238,208,261,235,859,860,1101,1183
Feature00816,67,59,45,54,260,251,263,277
Feature00817,0,0,0,0,0,0,1,0
Feature00818,11,4,6,14,14,28,66,51
Feature00819,2278,1692,697,747,8854,8963,4213,5003
Feature00820,3,4,5,1,6,9,26,28
Feature00821,0,0,0,0,2,0,0,0
Feature00822,10,7,24,31,27,58,80,87
Feature00823,1,1,0,0,2,1,19,5
Feature00824,33,31,37,34,103,87,222,187
Feature00825,47,41,80,83,193,180,344,309
Feature00826,373,305,375,393,1361,1326,2321,2398
Feature00827,9,11,9,10,33,38,41,45
Feature00828,17,16,70,62,58,58,226,150
Feature00829,664,570,758,930,2389,1903,4478,3724
Feature00830,54,36,127,104,210,207,451,337
Feature00831,1984,1511,1297,1322,7050,7105,7208,7847
Feature00832,219,149,287,280,687,655,1028,1033
Feature00833,17,12,15,10,59,57,54,63
Feature00834,9,9,21,23,47,26,82,46
Feature00835,7,11,8,10,31,36,74,67
Feature00836,0,0,0,0,0,0,1,0
Feature00837,102,74,139,135,375,376,708,747
Feature00838,79,65,112,139,249,262,557,644
Feature00839,0,0,0,0,0,0,0,0
Feature00840,259,207,275,261,901,1061,1251,1208
Feature00841,75,60,41,44,283,262,267,260
Feature00842,14,11,13,6,24,32,47,42
Feature00843,140,115,71,72,478,554,398,490
Feature00844,1265,970,1509,1601,5051,5000,8901,8754
Feature00845,151,88,172,208,465,423,819,728
Feature00846,0,0,0,1,0,1,0,3
Feature00847,64,35,151,205,87,59,1833,1168
Feature00848,960,779,1462,1134,3072,3350,6790,7342
Feature00849,464,387,1549,1642,2447,2255,16526,14184
Feature00850,341,290,555,672,1293,1150,3557,3797
Feature00851,117,89,92,93,400,445,636,582
Feature00852,23,13,17,18,47,51,175,124
Feature00853,696,502,613,627,2697,2584,3777,3709
Feature00854,3,3,9,3,12,2,11,10
Feature00855,195,205,394,484,644,555,1516,1511
Feature00856,9,10,14,21,44,30,129,124
Feature00857,94,82,86,87,267,303,385,408
Feature00858,222,152,125,119,681,691,654,654
Feature00859,49,32,47,46,150,184,217,236
Feature00860,70,54,83,107,257,204,472,538
Feature00861,168,118,168,163,498,607,724,775
Feature00862,5,6,19,26,41,45,167,98
Feature00863,2,3,3,9,13,15,26,35
Feature00864,0,0,2,3,6,7,12,13
Feature00865,20,24,24,31,124,92,246,150
Feature00866,8875,7306,4484,4336,32877,31554,27608,30052
Feature00867,94,63,34,35,343,338,298,351
Feature00868,2169,1688,1267,1343,8679,8181,7778,8841
Feature00869,188,146,171,166,581,687,818,863
Feature00870,689,511,670,691,2340,2240,3222,3548
Feature00871,241,179,141,193,874,817,832,903
Feature00872,0,0,0,0,0,1,0,0
Feature00873,0,0,0,0,0,0,0,0
Feature00874,730,602,594,653,2062,2251,2956,2842
Feature00875,420,332,394,366,1664,1494,2008,2164
Feature00876,105,84,76,106,419,373,477,479
Feature00877,0,0,0,0,1,0,0,1
Feature00878,15,23,7,6,95,109,35,53
Feature00879,398,330,544,540,1189,1134,2362,2243
Feature00880,2789,2270,2690,2690,9395,9489,12381,12915
Feature00881,231,201,468,534,779,791,1888,1692
Feature00882,464,410,547,543,1316,1160,2125,1752
Feature00883,81,64,86,77,265,243,371,390
Feature00884,430,363,440,561,1626,1534,2062,2097
Feature00885,942,781,708,734,3076,3070,3503,3532
Feature00886,0,0,0,0,0,0,0,0
Feature00887,40,35,53,41,199,111,558,306
Feature00888,1903,1513,706,792,7125,7263,4532,5619
Feature00889,8,12,6,3,29,30,57,100
Feature00890,4,7,11,5,14,17,40,50
Feature00891,7,5,123,129,42,37,1567,1278
Feature00892,0,0,0,0,0,0,0,0
Feature00893,92,58,93,115,284,305,480,509
Feature00894,1544,1359,1404,1495,4858,5237,6439,6335
Feature00895,108,87,307,290,442,380,1407,1418
Feature00896,62,67,64,69,257,258,342,363
Feature00897,86,69,135,110,229,247,524,478
Feature00898,41,33,19,20,143,116,124,134
Feature00899,347,319,255,227,1177,1191,1068,1152
Feature00900,663,583,626,573,2289,2467,3316,3349
Feature00901,59,44,86,59,152,159,291,265
Feature00902,125,114,168,147,387,362,926,916
Feature00903,120,115,52,44,593,591,307,262
Feature00904,106,88,95,102,294,302,457,463
Feature00905,1843,1405,1133,1138,6617,6515,6391,7059
Feature00906,4,3,3,2,12,18,28,13
Feature00907,487,345,397,413,1674,1938,2088,2278
Feature00908,47,51,71,76,195,186,284,373
Feature00909,1727,1423,1501,1581,7721,7718,11051,10641
Feature00910,918,886,472,471,2592,2942,1752,1785
Feature00911,0,0,0,0,0,0,0,0
Feature00912,0,1,0,0,1,0,2,1
Feature00913,0,0,0,0,1,0,1,0
Feature00914,5,13,24,27,22,27,109,109
Feature00915,104,110,97,92,314,296,421,448
Feature00916,827,707,150,190,2176,2347,881,987
Feature00917,84,63,79,70,252,247,298,325
Feature00918,1489,1402,2910,3435,5459,4083,11163,10314
Feature00919,2,1,8,4,5,3,16,15
Feature00920,5,4,11,14,6,15,24,36
Feature00921,14,5,13,15,42,50,55,61
Feature00922,80,75,81,78,221,232,372,293
Feature00923,718,652,1355,1679,2218,2068,5135,5214
Feature00924,5,1,1,1,7,7,23,19
Feature00925,1901,1610,4852,4208,6515,7284,25450,28485
Feature00926,13,16,10,13,36,52,57,49
Feature00927,36,37,27,23,127,98,145,170
Feature00928,28,16,24,27,89,73,143,117
Feature00929,433,368,673,653,1267,1245,2499,2206
Feature00930,254,262,431,391,671,635,1400,1141
Feature00931,115,154,130,119,511,511,710,672
Feature00932,32,22,51,67,75,49,228,160
Feature00933,74,67,108,82,180,164,461,322
Feature00934,1,0,3,0,9,12,15,15
Feature00935,50,35,76,74,170,103,397,273
Feature00936,201,191,138,177,531,584,705,642
Feature00937,0,0,0,0,0,0,0,0
Feature00938,0,0,0,0,0,0,0,0
Feature00939,0,0,0,0,0,0,0,0
Feature00940,0,0,0,0,0,0,0,0
Feature00941,0,0,0,0,0,0,0,0
Feature00942,118,119,10,13,400,559,93,115
Feature00943,77,94,124,106,232,266,391,366
Feature00944,0,0,0,0,0,0,0,0
Feature00945,574,532,95,84,1669,2053,411,557
Feature00946,4,4,2,2,15,16,18,17
Feature00947,24,26,16,20,87,91,103,94
Feature00948,45,40,29,35,132,132,173,185
Feature00949,6,5,14,4,21,12,32,19
Feature00950,203,157,492,601,630,567,2057,2013
Feature00951,22,19,20,23,50,63,96,82
Feature00952,226,155,309,346,611,677,1536,1589
Feature00953,1,0,0,0,0,0,0,0
Feature00954,0,0,0,0,0,0,0,0
Feature00955,0,0,0,0,0,0,0,0
Feature00956,0,0,0,0,0,1,5,3
Feature00957,1520,1579,1548,1457,4775,5133,6926,6533
Feature00958,152,126,122,121,458,416,431,405
Feature00959,66,62,49,25,189,189,200,196
Feature00960,1116,1094,727,671,3493,3702,3473,3422
Feature00961,85,69,84,65,213,242,286,299
Feature00962,94,93,155,138,240,275,499,439
Feature00963,87,74,94,75,237,275,288,301
Feature00964,0,0,0,1,1,1,2,0
Feature00965,534,527,505,502,1610,1624,1995,1768
Feature00966,36,21,36,37,139,112,202,192
Feature00967,308,257,288,322,1090,1028,1458,1483
Feature00968,196,171,307,389,689,496,2835,1601
Feature00969,582,515,252,295,1598,1852,1206,1246
Feature00970,18,15,16,24,70,69,111,103
Feature00971,19,12,33,38,75,93,183,208
Feature00972,276,302,262,259,1022,990,1140,952
Feature00973,0,0,0,0,0,0,0,0
Feature00974,28,31,9,12,115,72,75,81
Feature00975,11,5,15,18,40,34,80,68
Feature00976,261,225,295,312,769,780,1703,1979
Feature00977,0,0,3,0,1,8,7,3
Feature00978,91,75,119,141,260,251,480,485
Feature00979,197,194,277,368,492,396,1139,870
Feature00980,2462,2122,1568,1532,7455,8861,8974,10469
Feature00981,1040,868,986,930,3068,3103,4623,5235
Feature00982,171,127,200,204,410,419,595,611
Feature00983,769,676,698,684,2242,2434,2745,2791
Feature00984,5,4,1,3,1,2,4,7
Feature00985,48,47,42,32,132,173,158,167
Feature00986,182,207,251,274,513,493,908,698
Feature00987,228,201,204,190,759,707,941,973
Feature00988,0,0,0,0,0,0,0,2
Feature00989,72,53,131,139,238,194,641,403
Feature00990,77,46,96,117,283,238,550,566
Feature00991,219,166,233,231,696,606,1222,1214
Feature00992,24,11,28,21,51,50,127,102
Feature00993,138,104,82,70,326,348,347,258
Feature00994,104,84,160,171,405,378,891,686
Feature00995,5,3,15,20,23,5,87,32
Feature00996,712,629,926,932,2131,1960,3840,3606
Feature00997,16,11,4,0,61,54,8,17
Feature00998,414,374,403,451,1257,1230,1738,1529
Feature00999,0,0,0,0,0,0,0,0
Feature01000,0,0,1,1,3,3,1,1
Feature01001,11,9,13,16,18,21,59,44
Feature01002,63,44,75,87,184,185,336,325
Feature01003,64,41,54,53,147,208,253,241
Feature01004,2,1,2,0,2,5,3,3
Feature01005,4,1,1,9,23,19,36,32
Feature01006,254,169,110,127,784,800,612,765
Feature01007,162,146,279,274,521,465,1042,794
Feature01008,2,3,0,0,4,9,0,1
Feature01009,80,58,46,33,196,242,211,158
Feature01010,1,4,3,4,35,23,29,33
Feature01011,13,9,13,14,33,38,71,99
Feature01012,30,20,30,27,117,91,133,153
Feature01013,77,62,77,88,252,275,392,437
Feature01014,0,0,0,0,0,0,0,0
Feature01015,33,29,54,52,123,127,307,271
Feature01016,0,0,0,0,0,1,0,1
Feature01017,18,12,10,6,56,61,42,49
Feature01018,178,151,130,146,665,696,636,681
Feature01019,54,48,5,9,255,245,117,110
Feature01020,195,195,206,225,1070,896,1314,1314
Feature01021,4360,3410,3467,3549,15327,15751,17732,20489
Feature01022,759,578,485,490,2675,2803,2531,3019
Feature01023,11,14,13,11,35,54,50,41
Feature01024,135,121,132,117,572,538,630,739
Feature01025,0,0,0,0,0,0,0,0
Feature01026,6,4,1,1,28,42,6,12
Feature01027,0,0,0,0,0,0,0,0
Feature01028,920,809,578,620,2729,2802,2617,2503
Feature01029,2597,2164,1893,2066,9787,9196,10964,11949
Feature01030,56,52,111,96,179,144,548,387
Feature01031,90,79,199,185,268,236,560,560
Feature01032,12,6,10,16,23,20,42,58
Feature01033,137,114,102,146,404,412,546,510
Feature01034,52,37,59,67,239,171,570,362
Feature01035,90,81,88,107,406,336,682,600
Feature01036,169,190,168,215,496,416,771,600
Feature01037,0,0,0,0,0,0,0,0
Feature01038,1914,1803,965,851,5509,6248,4002,3596
Feature01039,101,53,69,40,348,346,338,347
Feature01040,20,13,18,13,75,73,111,92
Feature01041,1,2,0,1,5,10,1,3
Feature01042,54,66,63,56,255,275,335,353
Feature01043,315,246,381,518,1045,896,1763,1707
Feature01044,443,404,493,573,1368,1319,2405,2328
Feature01045,263,284,413,403,849,771,1664,1504
Feature01046,4,11,5,7,14,18,16,20
Feature01047,0,0,2,3,0,0,6,5
Feature01048,9,21,35,33,52,31,178,118
Feature01049,35,36,43,66,153,120,301,292
Feature01050,78,72,56,55,255,254,242,241
Feature01051,64,42,48,48,190,209,252,280
Feature01052,153,162,140,123,473,441,624,551
Feature01053,7,0,5,10,17,10,24,19
Feature01054,23,21,23,27,57,79,102,73
Feature01055,846,780,884,954,2641,2681,3706,3841
Feature01056,352,339,341,325,1170,1193,1409,1462
Feature01057,77,58,19,7,278,320,41,77
Feature01058,832,882,448,412,2338,2445,1786,1608
Feature01059,135,108,119,119,431,408,573,646
Feature01060,1105,864,528,513,4171,4305,3431,3614
Feature01061,55,53,28,24,152,180,93,118
Feature01062,48,51,41,49,172,175,211,180
Feature01063,134,121,206,226,409,365,765,645
Feature01064,1,0,2,2,2,3,10,1
Feature01065,1,0,0,0,0,0,1,1
Feature01066,228,204,120,140,775,811,566,618
Feature01067,232,141,296,338,712,620,1280,1321
Feature01068,39,44,44,53,152,158,306,251
Feature01069,266,246,139,171,1088,915,958,939
Feature01070,354,303,407,448,923,1065,1637,1464
Feature01071,95,69,88,101,232,214,304,277
Feature01072,3,7,9,3,15,14,26,22
Feature01073,113,98,134,177,364,273,895,790
Feature01074,1,0,0,0,1,0,1,0
Feature01075,692,543,667,731,2461,2271,3429,3469
Feature01076,90,84,20,26,366,406,113,173
Feature01077,274,193,244,263,940,855,1132,1213
Feature01078,319,281,371,388,1057,936,2032,1821
Feature01079,88,79,160,150,355,238,723,576
Feature01080,1,1,5,3,0,6,21,21
Feature01081,195,141,391,397,518,380,1381,1029
Feature01082,62,87,162,170,236,253,719,634
Feature01083,0,0,0,0,0,0,0,0
Feature01084,614,592,459,466,1618,1672,1959,1700
Feature01085,1498,1444,917,934,3986,4368,4157,3960
Feature01086,1863,1881,1957,1890,5674,6016,8265,7223
Feature01087,16,16,21,25,50,58,79,91
Feature01088,306,260,484,530,957,814,2076,1967
Feature01089,72,63,93,94,227,221,344,323
Feature01090,46,58,61,58,204,209,312,330
Feature01091,2,1,1,0,18,37,4,8
Feature01092,592,550,1174,1385,1637,1554,4106,3862
Feature01093,5,11,6,8,26,23,27,31
Feature01094,62,59,62,40,235,233,291,251
Feature01095,80,56,83,76,235,242,360,363
Feature01096,94,83,67,68,153,223,209,186
Feature01097,5,4,9,12,13,12,31,28
